"PISA_math_change","PISA_sci_change","PISA_read_change","PISA_math_change_3","PISA_sci_change_3","PISA_read_change_3","PISA_math_new_3","PISA_sci_new_3","PISA_read_new_3","GDP_1","GDP_growth_1","GDP_capita_1","GDP_capita_growth_1","Trade_change","Life_expectancy_change","Gross_capital_formation_change","Govt_expenditure_total_change","Pre_pri_sch_expectancy_change","Pri_sch_expectancy_change","Sec_sch_expectancy_change","Pri_sec_sch_expectancy_change","Gov_ex_change","Gov_ex_percent_GDP_change","Population_change","Pre_pri_enrolment_num_change","Pri_enrolment_num_change","Sec_enrolment_num_change","Ter_enrolment_num_change","Pre_pri_enrolment_ratio_change","Pri_enrolment_ratio_change","Sec_enrolment_ratio_change"
0,0,0.0993694199710812,0,0.0277105346932515,0,362.306513833333,423.516472703704,379.664629871528,12439087077,21.39052839,438.0761424,18.51541929,NA,0.00934736842105263,NA,NA,NA,-0.0111965986672662,0.348221797323136,0.0669763275751758,NA,NA,0.0229419816641265,NA,0.0544202648663852,0.37578081102008,NA,NA,0.018661220045665,0.340452891798575
0.15577204779948,0,0,0,0,0,362.306513833333,423.516472703704,379.664629871528,15856574731,14.36244147,543.3029674,11.26409057,NA,0.0092441181378275,NA,NA,NA,-0.0385329051164421,0.163018624216718,0.0168605083457059,NA,NA,0.0242598046423028,NA,-0.00587034426863519,0.204336253314891,NA,NA,-0.0385328478256491,0.163020455056006
0,0.00271956416227003,-0.0643413400705009,0,0,0,362.306513833333,423.516472703704,379.664629871528,17804292964,0.426354785,591.1627983,-2.681061056,NA,0.00899411414588977,NA,NA,NA,0.0327704178692691,0.138382572545606,0.065966427684364,NA,NA,0.0278464239225664,NA,0.067472468634949,0.191101801082631,NA,NA,0.0327701545155444,0.138379500580589
0,0,0,0,0,0.0993694199710812,362.306513833333,423.516472703704,417.391683925397,20001598506,12.75228709,641.871438,8.974865343,NA,0.00860260863865764,NA,NA,NA,-0.0242825974718118,0.0235230913237795,-0.00823491924402042,-0.000771959596951176,-0.0597115229124726,0.0319304372543537,NA,0.00232946402627911,0.0806229658485136,NA,NA,-0.0242832864552829,0.0235262941923873
0,0,0,0.15577204779948,0,0,418.743741424242,423.516472703704,417.391683925397,20561069558,5.600744658,637.165464,1.97416569,NA,0.00813932708397649,NA,NA,NA,0.059919774686353,0.0359598249506507,0.0516203308600822,-0.151850364283765,-0.354653383539698,0.0346631033681412,NA,0.0899381739896863,0.0936733661903798,NA,NA,0.0599206445119112,0.0359592564548386
0,0,0,0,0.00271956416227003,-0.0643413400705009,418.743741424242,424.668252925,390.536143647354,20484885120,2.724543364,613.8565052,-0.665291051,NA,0.00759016340606563,NA,NA,NA,0.0113325624764476,0.0225173138373929,0.0151485737745091,0.400788937767814,0.361694731963541,0.0355636734398378,NA,0.0379234277056972,0.0507209783251183,NA,NA,0.00972090798173662,-0.000800476705139318
0,0,0,0,0,0,418.743741424242,424.668252925,390.536143647354,19907111419,1.45131466,578.4663529,-1.622857186,NA,0.00705317872850864,NA,NA,NA,0.0136626161839899,-0.0277791288698655,-0.000583106830814389,0.09883922411234,0.0257487874748277,0.0341251634782209,NA,0.0386698356972992,0.0253362327747181,NA,NA,0.0136009698901696,-0.0185203470341556
0,0,0,0,0,0,418.743741424242,424.668252925,390.536143647354,18017749074,2.260314201,509.2201005,-0.541416196,NA,0.00652733221103455,NA,NA,NA,-0.0224185518975888,-0.0206588829757296,-0.0218301207149841,-0.106129024241085,-0.135278547594244,0.0312491515784731,NA,-0.00296360937933235,0.0187206990802748,NA,NA,-0.0225188494190552,-0.0173621082138871
0,0,0,0,0,0,418.743741424242,424.668252925,390.536143647354,18869945678,2.647003202,519.8889126,0.064764195,NA,0.00609053757672335,NA,NA,NA,-0.00934918849429538,-0.00951447445299762,-0.00940452610188913,0.328069950180682,0.296002877927892,0.0281727257677727,NA,0.0105950176220685,0.0278948307328154,NA,NA,-0.0101227107635212,-0.000271144059554905
0,0,0,0,0,0,418.743741424242,424.668252925,390.536143647354,18353881130,1.189228128,493.7565814,-1.194900383,NA,0.00575568903596125,NA,NA,NA,-0.00275433832617973,0.0376691906249295,0.0107779248933593,-0.0144979905113734,-0.0339458539203169,0.025810945827062,NA,0.0136301436661484,0.0638550888101325,NA,NA,-0.00303142453828287,0.0384710838676055
0,0,0,0,0,0,418.743741424242,424.668252925,390.536143647354,19291104008,3.911603419,507.1033919,1.535636674,NA,0.00555122407609557,NA,NA,NA,0.017432138767437,0.0330772600050325,0.0228088698906903,NA,NA,0.0241342392082961,NA,0.0306282875861126,0.0567127661665838,NA,NA,0.0178160599492306,0.0332196811525039
-0.0999972175549986,-0.0910727608524139,0.266071356511934,0,0,0,418.743741424242,424.668252925,390.536143647354,19807067268,-1.934778249,508.8084095,-4.168191087,NA,0.00538101293303964,NA,NA,NA,NA,NA,NA,NA,NA,0.0233940861369512,NA,NA,NA,NA,NA,NA,NA
0.111006249508375,0,-0.180122246406111,0,0,0,418.743741424242,424.668252925,390.536143647354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0494726567518801,-0.186227945531107,-0.151313987657005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00423338325077772,NA,NA,NA,NA,NA,NA,NA,NA,0.0209743525680453,NA,NA,NA,NA,NA,NA,NA
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00357030197011837,NA,NA,NA,-0.0243942751635962,0.0201754423989168,0.00238475769142948,NA,NA,0.0200937860689422,NA,-0.0142318123691348,0.0303584447583139,NA,NA,-0.0243931570205747,0.0201759730657199
-0.0890750505962241,-0.0318406908891039,-0.101115137843866,NA,NA,NA,398.967532953704,489.924679061538,477.662860478431,NA,5.745635292,NA,3.648648547,NA,0.00310039862268004,NA,NA,NA,-0.0419702008898716,0.0219646989839131,-0.00287534014754297,NA,NA,0.020690785352154,NA,-0.0296372325752959,0.0289548781228253,NA,NA,-0.0419710663482748,0.0219642457530854
0,0,0,0.0494726567518801,-0.186227945531107,-0.151313987657005,418.705516766667,398.687012614921,405.385788303788,NA,2.948596802,NA,0.795840072,-0.0293431487294973,0.00296262534184136,0.0162063232022873,-0.0110473253901256,0.0657466664630142,-0.0231934775324821,0.0110054743261036,-0.00176057867189658,NA,NA,0.0202316843918612,0.0719749652294854,-0.0119767736533016,0.0156235460728932,NA,0.0657425184547075,-0.0231935770802214,0.0110064216229713
0,0,0,0,0,0,418.705516766667,398.687012614921,405.385788303788,NA,1.104938262,NA,-1.016802172,-0.027980295517306,0.0031100886162237,0.0796123584024282,0.0605984406275581,0.0406947997506287,-0.0135704893665675,-0.0454097446027435,-0.0337797213779878,NA,NA,0.0213575950017168,0.0464915125959563,-0.00433431468760222,-0.0419015823428328,NA,0.0406974756910878,-0.0135704945386442,-0.0454105995169017
0,0,0,-0.0890750505962241,-0.0318406908891039,-0.101115137843866,381.409301675758,385.992542684749,364.395148439506,1857338012,-1.251596645,639.4847358,-3.307497203,-0.0981887718411928,0.00341190627875699,-0.0486103071229635,-0.0180925575112107,0.0197961853611513,-0.00928495017036497,-0.0579523669340074,-0.0398036517673502,NA,NA,0.0214353595438387,0.0240727347866515,-0.00242673137950345,-0.0547102040816327,NA,0.019798384672922,-0.00928495375779096,-0.0579520455889839
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,1897050133,1.78064396,639.8659094,-0.290595348,-0.0567915532283856,0.00364016027992544,-0.119010247984942,-0.00631651272628186,0.0338611120488842,0.00899660220442342,0.00302892185930377,0.00532601814728841,NA,NA,0.0212622540401412,0.0391444713478612,0.0141841317365269,0.00813732287505582,0.124,0.0338562381439967,0.00899806817940288,0.00302934886743001
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2097326250,5.637243178,693.8734746,3.614655544,-0.0572168429686978,0.00357072567267418,0.0305666728742497,0.00245807319044745,0.0327129049111809,0.00182144522257134,0.0368816831713263,0.0233414866682711,NA,NA,0.0207727577434325,0.0432038834951456,0.00717738661943245,0.0446559028466119,0.0821047280122013,0.0327130471309886,0.00182115340166366,0.0368809402315127
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2080796250,-0.787842655,674.7933831,-2.74949638,-0.119592045131145,0.00303972656468873,-0.0559096429467172,-0.0172566360817549,0.0149181996977152,-0.00110438353455775,0.0364609593940175,0.0222593951548577,NA,NA,0.0195202852707907,0.0293438808748255,0.00632018612490153,0.0467555530565532,0.0333568240544985,0.0149206358240584,-0.0011055401140244,0.036461206733302
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2051236250,-1.420039655,652.7743214,-3.262522334,0.0165076969097375,0.00216465330633337,-0.0805674780644776,-0.00312168646523051,0.00996336174667262,-0.0203426408499154,-0.00633962157422848,-0.0115124670833507,NA,NA,0.020171142066442,0.0292668372467293,-0.00755479501929658,0.0065018778228893,0.0185496703796317,0.00996149058593351,-0.0203430349445523,-0.00633888693485161
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2253090000,9.83654897,697.9955966,6.923617284,0.147337408920936,0.00115663322185059,0.0171003864079044,0.0273687481616517,0.0171574524792241,-0.0184487933252181,0.00878380205420274,-0.00118630596950964,NA,NA,0.0190462137660303,0.0389757554462403,-0.00314397343947759,0.0226395878131817,0.0616435298843905,0.0171604424372062,-0.0184478222275139,0.00878254416547569
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2028553750,-9.575640169,617.2304355,-11.1879053,0.0858644592888505,0.000236627089625933,0.0974555764013654,-0.000642247058574736,0.0028750272945629,-0.00147864005281932,0.00225301165725447,0.000910430937310194,NA,NA,0.0272431083117782,0.0230222274829426,0.0136091974327268,0.0132164912585892,0.0595778674739321,0.00287356792434401,-0.00147874017281963,0.00225419810962457
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,1099559028,-28.00214166,336.5869945,-27.56682084,-0.0157021340386734,-0.000333982744224894,-0.0765312927079551,0.053646417022594,0.0174970666860206,0.000143306096794515,0.0143969956054537,0.00928101673380403,NA,NA,0.0181536662822113,0.0356363636363636,0.0109648326592261,0.0195639950381794,0.0302765763263363,0.0174966464957445,0.000143205516710957,0.0143963118487714
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,652174990.8,-7.187110916,200.8522198,-6.622551214,-0.0853626407757349,-0.000459379698201476,-0.749575955467378,0.111148218583121,0.0343150949564597,0.0179132091692705,0.0090126468457817,0.0121783414888852,NA,NA,-0.00600996427247849,0.0374664836567926,0.0221586950432041,0.00675894702719997,0.0576567555076259,0.0343143426245089,0.0179122036565469,0.00901281436171199
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,1185315468,9.559411694,367.2792251,10.22994936,2.01591083297511,-1.39269946936836e-05,-0.256004018542359,0.544219289439626,-0.171239253367661,-0.0165706425507431,-0.144992291813645,-0.099056428774594,NA,NA,-0.0060459962225916,-0.162437407216534,-0.00999943783905332,-0.153425258998296,0.0196642511197699,-0.171237525772556,-0.016568485718364,-0.144992228828357
0,0.10019807629247,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,1880951520,8.302866591,586.4163396,8.969761653,-0.259842963020204,0.000807776942146357,1.41769510253624,-0.209800484733437,-0.255202446415322,-0.0104012073637133,-0.0949578426231829,-0.0619446988162072,NA,NA,-0.00608308061590883,-0.255048719338042,-0.00805621606274621,-0.104876711516804,0.167244026999036,-0.25520336123895,-0.0104022997338078,-0.0949580234179453
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,2392764853,13.32233332,750.6044492,14.02449593,-0.340490756413361,0.00183690509323692,0.381719434239819,-0.114775101353011,0.00154550871443467,0.0305368693238191,-0.0228353187685385,-0.000850786297950707,NA,NA,-0.00612000110309371,-0.00890072364609145,0.0307406082289803,-0.03180397253055,-0.0764594296903684,0.00154513702198027,0.0305371707301626,-0.022834396244721
0,0,0,0,0,0,381.409301675758,385.992542684749,364.395148439506,3199642580,9.099999444,1009.977668,9.780179886,-0.10342227025087,0.00295866207356364,0.126050742639745,-0.0594474299734243,0.0298864037778647,0.0247713086194797,-0.000734769893349209,0.0100999217530659,0.254094554844138,NA,-0.00615799791491039,-0.000136824429379937,0.0244539938630715,-0.00422328105051979,-0.0614212357131025,0.0298912626676859,0.0247717913313061,-0.000735787743932589
0,0,0,0,0.10019807629247,0,381.409301675758,424.668252925,364.395148439506,2258515610,-10.91998409,717.3805674,-10.36110498,-0.0570283916303439,0.00401634235856251,-0.151078682072559,-0.039782025580326,0.0802606756988509,0.0217024088424341,-0.0118086446267754,0.0026356587541672,-0.118105620742667,NA,-0.00619584011965679,0.0516520700636943,0.0200381517735831,-0.00711158171879919,0.0619462779287706,0.0802530530213938,0.0217021978427555,-0.0118077727102038
0,-0.0910727608524139,0,0,0,0,381.409301675758,424.668252925,364.395148439506,2545967253,8.830087709,813.7902636,9.51715258,0.0118086282083599,0.00473136078350216,-0.0777404814018785,0.0277546794049969,0.0266541890525648,0.0161638919396906,0.0220816296460014,0.0194815255518783,-0.0237000138763611,NA,-0.00623478353918662,-0.0035961010693669,0.00857329821193087,0.00925795154851634,0.138635910390215,0.0266554434627761,0.016162093932164,0.0220816870507335
0,0,0,0,0,0,381.409301675758,424.668252925,364.395148439506,3212119044,12.88989673,1033.241693,13.60715645,0.0596976782170012,0.00507976605617953,0.185064704641778,0.00137391775125316,-0.0105150930650846,-0.00785734123310496,0.0280756637335587,0.012344365654214,0.1390236599154,-0.137117055890631,-0.00627358231364989,-0.0405902744800076,-0.014715181535543,0.0267080195455182,0.0480193828998453,-0.0105100676515714,-0.00785707223522189,0.0280746323352388
0,0,0,0,0,0,381.409301675758,424.668252925,364.395148439506,3480355189,6.950036134,1126.683318,7.633866403,0.0596979927696001,0.00517702983280522,-0.000398789798775114,-0.0629012957328826,0.0371692479786806,-0.0146657802349045,0.00323921270304226,-0.00444058355092567,0.146756831921244,0.0060670797282232,-0.0063135082610683,0.0113966812270303,-0.0237127461860384,0.0111068151284112,0.0724193638237424,0.0440304926707143,-0.0133852241591861,0.00324005473849942
-0.00107312976888528,-0.0247137647230145,-0.0426614791829117,0,-0.0910727608524139,0,381.409301675758,385.992542684749,364.395148439506,3922099471,8.290070027,1281.659393,9.311123961,0.243929981737979,0.00500088330819295,0.560512526151831,0.0502506480331975,0.0438865009754318,-0.0162500769416522,-0.0115784379329683,-0.0135621197560004,0.0210538560766927,0.0469477797997615,-0.0063533002356553,0.0140210928132723,-0.0302016639846612,0.00594769767429065,0.0421536543556179,0.0430544309427888,-0.0145688368224262,-0.00652165982455432
-0.00103206284630977,0.00420371898608028,0.0114557801896845,0,0,0,381.409301675758,385.992542684749,364.395148439506,4348070165,4.53996064,1425.124849,4.853922135,0.0478582166493186,0.00450273815157864,0.136134144219741,0.00487600162847931,0.0243329889388599,-0.0134862610520437,0.0234352076078695,0.00779911644662757,0.0919059337551853,0.0438885945883558,-0.00934080537334248,-0.00711872586872587,-0.0318306507701704,0.0335608646188851,0.0182928348909657,0.0249677505459124,-0.0117933294873834,0.0205278476852498
-0.00103312910047235,0.00418612170678343,0.0113260316605625,0,0,0,381.409301675758,385.992542684749,364.395148439506,5611492283,5.530050778,1846.118813,5.925630153,0.0305918881225193,0.00391718716347185,0.0078700990596171,0.0226896024944734,-0.00333741239292465,-0.0104505647305638,0.00683951999005162,-0.000327630804576306,-0.0576375154343756,-0.0656789451451673,-0.00299427516026055,-0.0463847369060639,-0.0387626580316738,0.0112955632699716,0.0318412100149294,-0.00971715786341456,-0.0151102237534084,0.00456855493101741
-0.0010341975600646,0.00416867114202989,0.01119918928811,-0.00107312976888528,-0.0247137647230145,-0.0426614791829117,381,376.4532138,348.8495124,7184681399,5.509998693,2373.579844,5.951880823,-0.0219553718744805,0.0033387414687782,-0.0387692087618952,-0.0103289081673676,0.0692264761692153,-0.0184569797310956,0.0325929585486183,0.0116458323639432,0.0622169164299553,0.0694533788075559,-0.0037345010340838,0.0358339811145235,-0.040872068982523,0.0363417537708821,0.0341555977229602,0.0790880741477762,-0.013867952464173,0.0325914266168327
