"Pre_pri_sch_expectancy","Pri_sch_expectancy","Sec_sch_expectancy","Pri_sec_sch_expectancy","Lower_sec_completion","Upper_sec_completion","Gov_ex","Gov_ex_percent_GDP","Literacy_rate","Population","Pre_pri_enrolment_num","Pre_pri_enrolment_ratio","Pri_enrolment_num","Pri_enrolment_ratio","Pri_completion","Sec_enrolment_num","Sec_enrolment_ratio","Ter_enrolment_num","STEM_ter_grad_percent","Illiterate_pop","Pre_pri_pupil_teacher_ratio","Gov_ex_capita","Gov_ex_3","Log_gov_ex_3","PISA_math_new","PISA_sci_new","PISA_read_new","GDP_1","GDP_growth_1","GDP_capita_1","GDP_capita_growth_1"
0.51287,4.98779,5.46682,10.45461,NA,NA,14940.94234,19.87443,NA,71336475,561399,51.2866,5827851,100.37326,NA,8323213,78.09741,2828528,41.19637,NA,NA,209.44323839943,179.09647291397,5.18792461548341,418.743741424242,446.85679876,456.69314341,4.12e+11,0.250856554,5717.314148,-0.839121843
0.5057,5.05732,5.671,10.72832,NA,NA,13758.30919,20.57943,82.9623,72120604,559950,50.57037,5725620,101.14648,NA,8187132,81.01424,3391852,NA,9236190,NA,190.768080505815,174.432487771663,5.16153777722074,418.743741424242,446.85679876,456.69314341,4.16e+11,1.007385458,5709.948293,-0.106537759
0.41147,5.07724,5.73535,10.81259,NA,NA,13541.50068,18.02354,NA,72924837,464548,41.14718,5695590,101.85258,NA,7877610,82.16121,3349741,39.86896,NA,NA,185.691202573411,188.218629898252,5.23760421214717,418.743741424242,446.85679876,456.69314341,4.87e+11,5.797938302,6599.660938,4.596441214
0.40156,5.02464,5.62065,10.64529,NA,NA,13203.5156,18.80435,NA,73762519,462862,40.15609,5629585,100.65344,NA,7347083,80.58796,3790859,NA,NA,NA,179.000334844855,209.44323839943,5.3444527642242,418.743741424242,385.992542684749,456.69314341,5.81e+11,2.645717918,7781.405801,1.445848161
0.40614,5.03489,5.77963,10.81452,NA,NA,13124.67867,19.1267,NA,74634956,474883,40.61412,5678434,100.7328,NA,7237005,82.99125,4117208,47.09177,NA,NA,175.851630032448,190.768080505815,5.2510584520727,461.943157716667,385.992542684749,456.69314341,5.99e+11,-7.44455703,7927.844908,-8.553315151
0.34892,5.07446,5.90865,10.98311,NA,NA,12248.8621,17.39562,83.62599,75539862,415539,34.89154,5746859,101.46106,NA,7118357,84.98212,4404614,47.67719,9410299,NA,162.150972687771,185.691202573411,5.22408509283372,461.943157716667,385.992542684749,456.69314341,4.6e+11,-0.194073471,6018.3229,-1.423453095
0.38527,6.75429,5.01549,11.76978,NA,NA,10976.92713,21.67391,84.6268,76481943,469565,38.57602,7857540,115.0665,NA,5868528,83.8314,4367901,NA,8942336,NA,143.523120614234,179.000334844855,5.18738767648065,374.4316999575,385.992542684749,456.69314341,4.33e+11,4.60341888,5585.525604,3.274967973
0.43412,6.37719,5.05874,11.43593,NA,NA,10003.57524,19.66486,84.70524,77465753,542682,43.52145,7441078,107.55303,NA,5794537,85.27626,4685386,NA,8993892,NA,129.13545473443,175.851630032448,5.16964062832513,418.743741424242,385.992542684749,456.69314341,3.85e+11,-1.32064512,4904.327315,-2.611070513
0.52463,6.44735,5.00447,11.45181,NA,NA,10449.30663,18.56875,NA,78492215,672021,52.55691,7670175,108.9007,NA,5712478,85.86942,NA,NA,NA,NA,133.125388677081,162.150972687771,5.08852783142649,418.743741424242,385.992542684749,456.69314341,4.18e+11,13.39624262,5253.42656,11.86871536
0.53789,6.57706,5.14432,11.72138,NA,NA,12406.35164,19.30131,85.54425,79564016,706093,53.86047,8006278,111.23557,NA,5713648,86.86632,4348383,43.85731,8699900,NA,155.929178336096,143.523120614234,4.96649614148432,374.4316999575,385.992542684749,456.69314341,4.45e+11,3.755196452,5520.314782,2.327750916
NA,6.56613,5.13634,11.70246,NA,NA,15843.25485,20.04203,NA,80673951,NA,NA,8171667,110.70754,NA,5684238,86.31149,4073827,42.12956,NA,NA,196.386251740664,129.13545473443,4.86086189015975,376.870532413248,397.639310298485,378.857146382456,2.94e+11,-6.025971803,3598.483454,-7.319910527
NA,NA,NA,NA,NA,NA,17153.58901,21.14568,NA,81800269,NA,NA,NA,NA,NA,NA,NA,3616114,40.19529,NA,NA,209.700887536201,133.125388677081,4.89129145609947,376.870532413248,412.097043288667,419.9148291,2.58e+11,-6.78422367,3114.622753,-8.036286274
NA,NA,NA,NA,NA,NA,NA,NA,NA,82914000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.929178336096,5.04940191914211,376.870532413248,412.097043288667,494.446625154545,1.92e+11,1.66179376,2282.551865,0.35574163
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.386251740664,5.28008339214971,418.705516766667,397.639310298485,405.385788303788,NA,NA,NA,NA
0.12276,5.67169,2.46795,8.13964,NA,NA,789.01393,NA,NA,12462070,51840,6.13784,1949718,89.60781,NA,593928,38.75504,91358,NA,NA,NA,63.3132320713975,NA,NA,320.8696702,325.7886022,299.3632385,23762275652,17.05696466,1847.668968,13.42876324
0.13162,5.66416,2.8338,8.49796,NA,NA,NA,NA,NA,12860680,56347,6.58081,2048566,90.12827,NA,716822,44.16988,91651,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,37816457839,20.86925543,2852.111974,17.23719963
0.15554,6.47358,3.15927,9.63286,NA,NA,NA,NA,NA,13259113,67275,7.77677,2459999,104.64465,NA,845992,49.20873,90103,NA,NA,NA,NA,NA,NA,320.8696702,341.585641995556,379.664629871528,5.2569e+10,24.75372685,3850.264419,21.15145772
0.16056,6.67015,3.42229,10.09244,NA,NA,714.84621,NA,NA,13653354,70418,8.02784,2609182,108.30414,NA,969987,53.1539,100462,NA,NA,NA,52.3568208954371,63.3132320713975,4.14809434476768,320.8696702,325.7886022,299.3632385,3.7823e+10,-0.72872751,2693.156529,-3.490876448
0.17012,6.52485,3.42074,9.94559,NA,NA,NA,NA,NA,14044117,76507,8.50607,2615910,106.64504,NA,1033418,53.32034,106709,NA,NA,NA,NA,NA,NA,320.8696702,397.639310298485,379.664629871528,42382333333,3.433978031,2936.59679,0.650760748
0.17605,6.3093,3.47767,9.78696,NA,NA,NA,NA,NA,14432468,81449,8.80271,2637023,105.15494,NA,1110655,54.45039,116294,NA,NA,NA,NA,NA,NA,320.8696702,397.639310298485,379.664629871528,40712903226,-13.0733124,2747.965495,-15.32155463
0.16682,6.22254,2.99353,9.21607,NA,NA,NA,NA,NA,14815656,79457,8.34079,2620883,102.00771,NA,1065588,49.89219,122743,NA,NA,NA,NA,52.3568208954371,3.95808222291568,320.8696702,424.668252925,299.3632385,46938387097,-1.485241697,3090.004177,-3.915574394
0.1566,6.1447,2.88317,9.02788,NA,NA,NA,NA,NA,15190393,76663,7.82975,2698542,102.41173,NA,1068224,48.05287,126715,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,48425161290,1.453896263,3112.995764,-0.92928898
0.16141,6.22059,3.10741,9.328,NA,NA,NA,NA,NA,15555800,80812,8.07062,2754887,101.98216,NA,1131521,49.24206,144986,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,47264516129,4.647590574,2970.786753,2.319413537
0.16034,6.21048,3.03072,9.24119,NA,NA,NA,NA,NA,15909762,81431,8.01701,2816326,101.87507,NA,1190833,50.51193,169665,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,56774193548,9.305281391,3492.276687,6.970137728
0.15512,6.28825,3.05553,9.34378,NA,NA,NA,NA,NA,16257070,80264,7.7559,2920959,103.17669,NA,1178761,49.0785,170659,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,62684516129,-0.019036937,3773.375417,-2.157085043
0.14563,6.31184,2.94813,9.25997,NA,NA,NA,NA,NA,16612322,76558,7.28166,2996953,103.6593,NA,1163694,47.50671,183608,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,65831935484,-3.118535215,3873.619309,-5.299718104
0.15945,6.24141,2.88521,9.12662,NA,NA,1333.15129,NA,NA,16994948,85096,7.97275,3023132,102.59194,NA,1166859,46.56478,209818,NA,NA,NA,78.4439758215206,NA,NA,320.8696702,424.668252925,299.3632385,1.8e+11,57.81782835,10356.90305,53.9748229
NA,NA,NA,NA,NA,NA,NA,NA,NA,17419113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,407796349.7,-64.04710697,22.79534531,-64.99236918
0.15594,6.53271,NA,NA,NA,NA,NA,NA,NA,17889459,86508,7.79722,3328212,108.87846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.702394016667,383.113234723333,403.6269293,553671957.7,32.5922112,30.08638701,28.89399409
0.13925,5.45617,NA,NA,NA,NA,NA,NA,NA,18402734,79006,6.96272,2824556,90.93609,NA,NA,NA,NA,NA,NA,NA,NA,78.4439758215206,4.36238468619256,418.743741424242,385.992542684749,299.3632385,1031944881,30.28982949,54.44157978,26.49321297
0.15601,5.46401,2.52787,7.99188,NA,NA,NA,NA,NA,18955085,90836,7.80067,2857467,90.17468,NA,1144938,41.21189,NA,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,3991349283,3.854532449,204.2723883,0.749098584
NA,NA,NA,NA,NA,NA,NA,NA,NA,19539340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,12894029888,2.120021498,639.9231244,-0.971523645
NA,NA,NA,NA,NA,NA,NA,NA,NA,20149338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,10433698621,11.02078564,502.028676,7.635467529
0.13542,5.14577,2.34029,7.48606,NA,NA,NA,NA,NA,20783073,85024,6.77089,2903923,85.11518,NA,1160421,39.00484,NA,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,20764857056,21.23793613,968.5291421,17.52548298
NA,NA,NA,NA,NA,NA,NA,NA,NA,21439574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,20617405044,34.85709513,932.3097306,30.74234421
0.10733,NA,NA,NA,NA,NA,NA,NA,NA,22114324,70585,5.36642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.702394016667,383.113234723333,403.6269293,36881601584,17.58226601,1617.467894,14.0358774
0.10135,5.94036,2.11873,8.05909,NA,NA,NA,NA,NA,22802064,68169,5.06453,3603864,98.275,NA,1105028,34.90347,271508,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,48364250944,16.92166569,2058.264401,13.46078754
0.10474,5.86368,2.29465,8.15834,25.75,17.7,NA,NA,74.0522,23497585,72154,5.23193,3639362,97.0251,55.6,1224253,37.78888,288670,NA,3476850,14.8221,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,36176430129,1.761480089,1494.388802,-1.225551334
NA,NA,2.27252,NA,NA,NA,NA,NA,NA,24208180,NA,NA,NA,NA,NA,1257106,37.87537,NA,NA,NA,NA,NA,NA,NA,362.306513833333,397.639310298485,379.664629871528,32928454672,-8.198469828,1320.734706,-10.86335891
NA,NA,NA,NA,NA,NA,NA,NA,NA,24931919,NA,NA,NA,NA,NA,NA,NA,317993,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,21921569479,-36.65815267,854.8252808,-38.41822566
0.07106,6.43327,2.59542,9.0287,NA,NA,NA,NA,NA,25644499,53499,3.55089,4280602,105.96378,NA,1477616,42.4017,NA,NA,NA,NA,NA,NA,NA,418.743741424242,397.639310298485,456.69314341,36627901762,53.38179418,1391.963489,49.48028034
0.11737,6.34143,2.92602,9.26745,NA,NA,NA,NA,NA,26313838,90966,5.86493,4334609,104.38057,NA,1706234,47.80336,412545,31.52227,NA,15.50997,NA,NA,NA,418.743741424242,397.639310298485,456.69314341,49954890353,1.671889622,1855.522348,-0.625885621
NA,NA,NA,NA,NA,NA,NA,NA,NA,26922284,NA,NA,NA,NA,NA,NA,NA,424908,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,65140147197,5.646297801,2373.209448,3.622349736
NA,NA,NA,NA,30.66,19.03,NA,NA,NA,27448124,NA,NA,NA,NA,59.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,88837055195,1.885572141,3182.841351,0.195033168
0.13292,6.63374,3.3133,9.94704,NA,NA,NA,NA,NA,27911248,108929,6.64256,4864350,108.68902,NA,2037509,53.91692,NA,NA,NA,NA,NA,NA,NA,418.743741424242,397.639310298485,456.69314341,1.32e+11,8.228107104,4636.639325,6.418962303
NA,NA,NA,NA,NA,NA,NA,NA,NA,28385746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,1.12e+11,3.379299094,3853.82862,1.283329328
NA,NA,NA,NA,NA,NA,NA,NA,NA,28973162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,1.39e+11,6.402564845,4657.280269,3.652094696
NA,NA,NA,NA,NA,NA,NA,NA,NA,29741976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,1.86e+11,7.5464712,6045.494567,4.104570252
NA,NA,NA,NA,37.82208,18.64567,NA,NA,NA,30725300,NA,NA,NA,NA,65.39292,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,519.506106012,500.154002023392,2.18e+11,13.93643017,6836.073995,9.77517248
NA,NA,NA,NA,NA,NA,NA,NA,77.2,31890011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4261138,NA,NA,NA,NA,448.717330011111,466.580947925926,493.382200023529,2.35e+11,7.628571185,7076.552265,3.515701426
NA,NA,NA,NA,NA,NA,NA,NA,72.7,33157050,NA,NA,NA,NA,NA,NA,NA,NA,NA,5463793,NA,NA,NA,NA,448.717330011111,466.580947925926,493.382200023529,2.28e+11,0.19701671,6637.684375,-3.456831373
NA,NA,NA,NA,NA,NA,NA,NA,82.2,34411951,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664935,NA,NA,NA,NA,448.717330011111,466.580947925926,493.382200023529,1.67e+11,4.722864019,4688.318017,1.306943781
NA,NA,NA,NA,NA,NA,NA,NA,NA,35572261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,1.67e+11,13.78737302,4550.658638,10.56009746
NA,NA,NA,NA,NA,NA,NA,NA,83.3,36610632,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699659,NA,NA,NA,NA,448.717330011111,466.580947925926,493.382200023529,1.91e+11,-1.753660845,5076.690795,-4.218550368
NA,NA,NA,NA,NA,NA,NA,NA,85.6,37552781,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320508,NA,NA,NA,NA,448.717330011111,466.580947925926,493.382200023529,2.12e+11,-1.213963399,5523.078375,-3.477925499
NA,NA,NA,NA,46.42936,32.12768,NA,NA,NA,38433600,NA,NA,NA,NA,75.67041,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,2.22e+11,4.445049635,5658.492267,2.11704971
NA,NA,NA,NA,NA,NA,NA,NA,NA,39310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,1.67e+11,-10.36509018,4157.484495,-12.39905204
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,503.241000007527,502.543002135897,NA,NA,NA,NA
2.1511,6.48032,4.60063,11.08094,NA,NA,2597.98228,NA,NA,3282200,141392,107.55515,406432,108.03615,NA,281121,90.93706,46515,NA,NA,NA,791.536859423557,NA,NA,428.30857132619,410.055321108333,429.742959691666,14647996074,7.186728668,4399.986805,5.676693651
2.07124,6.46677,4.62193,11.0887,NA,NA,2774.99343,NA,NA,3329100,141454,103.56178,410402,107.49868,NA,288110,91.59929,46603,NA,NA,NA,833.556645940344,NA,NA,428.30857132619,410.055321108333,429.742959691666,18319334300,3.073036304,5429.962001,1.708912979
1.96875,6.41489,4.61941,11.03429,NA,NA,2984.73743,NA,NA,3373750,139278,98.43733,414624,106.29177,NA,292658,91.82551,47254,NA,NA,NA,884.694310485365,NA,NA,428.30857132619,410.055321108333,429.742959691666,21747855640,3.079328587,6372.437775,1.899872486
1.89421,6.3279,4.62287,10.95077,NA,NA,3096.47825,NA,NA,3412800,137133,94.71034,418247,104.47112,NA,295592,92.20969,49313,NA,NA,NA,907.313129981247,791.536859423557,6.67397644731264,398.967532953704,410.055321108333,429.742959691666,20670190138,3.325216537,5986.154109,2.122299159
1.89754,6.20407,4.68344,10.88751,NA,NA,3445.79565,14.5979,NA,3453000,137533,94.87717,419998,102.21118,NA,300601,93.75791,54746,NA,NA,NA,997.913596872285,833.556645940344,6.72570166141767,398.967532953704,410.055321108333,429.742959691666,21474752962,2.283467576,6160.638293,1.321020581
1.92386,6.08543,4.84741,10.93285,NA,NA,3313.8926,12.90379,NA,3485800,139846,96.19276,420871,100.24199,NA,309600,96.81293,59824,NA,NA,NA,950.683515979115,884.694310485365,6.78524217345856,398.967532953704,410.055321108333,429.742959691666,20766047764,-0.244299977,5915.241772,-0.949006113
1.97027,5.99217,4.97739,10.96956,NA,NA,3340.76761,11.47087,NA,3510600,142501,98.51366,421539,98.92077,NA,316878,98.44539,64116,NA,NA,NA,951.622973280921,907.313129981247,6.81048762755908,398.967532953704,410.055321108333,429.742959691666,20106648455,4.354372344,5692.027386,3.709680169
2.04818,5.87242,4.97319,10.84561,NA,NA,3380.72251,11.14891,NA,3532423,146581,102.40895,420444,97.87373,NA,324409,99.46376,64561,NA,NA,NA,957.054834599367,997.913596872285,6.90566669628325,398.967532953704,410.055321108333,429.742959691666,21270013326,3.085614492,6011.735546,2.920733776
2.08857,5.86737,5.00174,10.86911,NA,NA,3463.04434,11.09215,NA,3538082,147686,104.42856,420665,97.7895,NA,332565,100.03489,67378,NA,NA,NA,978.791429932941,950.683515979115,6.85718121638971,398.967532953704,410.055321108333,429.742959691666,28714571852,-0.428330496,8112.171363,-0.473563623
2.10969,5.88824,5.11586,11.0041,NA,NA,3482.93122,9.70322,NA,3539690,147908,105.48432,420236,98.09843,NA,338256,99.58723,70301,NA,NA,NA,983.965042136458,951.622973280921,6.85816891987859,398.967532953704,410.055321108333,429.742959691666,33920518493,4.663091273,9581.913086,4.652240783
2.09656,5.94074,5.1207,11.06144,NA,NA,3801.85466,10.46805,NA,3540057,145576,104.82822,422150,99.11206,NA,341681,99.45858,73450,NA,NA,NA,1073.95295047509,957.054834599367,6.8638606882434,398.967532953704,410.055321108333,429.742959691666,37772896221,5.217414154,10715.87028,5.668378039
2.07019,5.99136,5.06613,11.05749,NA,NA,3629.29164,10.41049,NA,3524949,142018,103.5094,423402,100.02882,NA,342791,98.68408,76936,NA,NA,NA,1029.60117720852,978.791429932941,6.88631857584255,398.967532953704,410.055321108333,429.742959691666,39238392678,5.813918567,11175.8166,6.23403883
2.01452,6.02994,4.96709,10.99703,NA,NA,3608.22225,10.79701,NA,3511009,135923,100.72623,423662,100.76586,NA,341800,97.49057,81133,NA,NA,NA,1027.68812327169,983.965042136458,6.89159037013709,398.967532953704,410.055321108333,429.742959691666,49305632408,8.466528286,14031.30257,8.375007046
1.97379,6.04899,4.92313,10.97212,NA,NA,3820.32666,11.56156,NA,3513974,129983,98.68954,422396,101.2013,NA,342364,97.19016,85138,NA,NA,NA,1087.18125404457,1073.95295047509,6.97910146635791,398.967532953704,410.055321108333,429.742959691666,49787501584,1.929639323,14087.20744,1.345298886
2.00748,6.009,4.94363,10.95263,NA,NA,4048.18338,11.28435,NA,3534235,127512,100.37391,416747,100.73019,NA,345941,98.18302,90296,NA,NA,NA,1145.41997914683,1029.60117720852,6.93692679964618,398.967532953704,410.055321108333,429.742959691666,55918538121,3.343274236,15714.38475,2.640607465
2.07595,5.94812,5.05824,11.00636,NA,NA,4378.5556,11.65904,NA,3558430,126168,103.79755,408567,100.02718,NA,352408,100.6811,101108,NA,NA,NA,1230.47400117468,1027.68812327169,6.93506701795404,398.967532953704,410.055321108333,429.742959691666,52417477614,2.692609133,14657.06155,2.180590599
2.14259,5.94263,5.46008,11.40271,NA,NA,4595.19774,11.89464,NA,3576261,123711,107.1295,402226,100.36455,NA,381630,109.20157,108394,NA,NA,NA,1284.91677201412,1087.18125404457,6.99134362027159,398.967532953704,410.055321108333,429.742959691666,57097656066,5.75582725,15902.92968,5.339771411
2.15829,5.92092,5.58028,11.5012,NA,NA,4929.18632,12.64975,NA,3590386,118205,107.91429,391998,100.38258,NA,387813,110.8167,117641,NA,NA,NA,1372.88478731813,1145.41997914683,7.04352664275056,398.967532953704,410.055321108333,429.742959691666,69139823232,9.634422043,19158.45648,9.073770228
2.18479,5.92489,5.60224,11.52713,NA,NA,5073.83416,12.58321,NA,3608841,114363,109.23966,380983,100.88363,NA,390680,111.25064,121401,NA,NA,NA,1405.94560968466,1230.47400117468,7.11515474094043,398.967532953704,410.055321108333,429.742959691666,75790786290,7.373225503,20835.89771,6.526964461
2.27174,5.92775,5.55146,11.47921,NA,NA,5318.40091,12.78271,NA,3637510,116004,113.58687,367689,101.26021,NA,389374,110.57175,128284,NA,NA,NA,1462.09932343829,1284.91677201412,7.15844922637112,398.967532953704,410.055321108333,429.742959691666,82856648758,11.01486831,22551.11391,9.907158276
2.30346,6.01668,5.58804,11.60472,NA,NA,NA,NA,NA,3674171,115569,115.17281,358830,79.85748,NA,389353,111.94288,134566,NA,NA,NA,NA,1372.88478731813,7.2246694891503,398.967532953704,410.055321108333,429.742959691666,90199410116,8.757198511,24294.85477,7.628673291
NA,8.34604,5.13766,13.48371,NA,NA,5796.41023,12.41675,NA,3712696,NA,NA,465186,102.85718,NA,354252,102.08491,142774,32.89948,NA,NA,1561.2401958038,1405.94560968466,7.24846538718754,398.967532953704,410.055321108333,429.742959691666,98860565736,10.52254164,26329.21443,9.283617826
NA,8.22819,5.28554,13.51374,NA,NA,6178.03736,12.19677,NA,3754786,NA,NA,456564,101.97056,NA,346316,104.87687,151137,32.49086,NA,NA,1645.37668990989,1462.09932343829,7.28762857469043,398.967532953704,410.055321108333,429.742959691666,99958806891,9.399418006,26269.18162,7.950754193
NA,8.22776,5.2987,13.52646,NA,NA,6754.73821,13.39741,NA,3805174,NA,NA,449638,102.28228,NA,338247,105.12237,160611,34.49975,NA,NA,1775.14568584774,NA,NA,503,513.3677039,526.6686493,1.09e+11,5.304484392,28257.93859,3.641153981
NA,8.1841,5.29774,13.48184,NA,NA,7034.31039,12.59372,NA,3866243,NA,NA,443617,102.02243,NA,328424,105.21723,166600,30.80012,NA,NA,1819.4175560098,1561.2401958038,7.35323578171073,502.9457731,510.7087491,522.9391251,1.28e+11,5.896231721,32550.27907,4.126674296
NA,8.22962,5.33894,13.56856,NA,NA,7476.52951,12.36966,NA,3931947,NA,NA,445947,102.82123,NA,323043,106.36421,176296,29.14853,NA,NA,1901.48277939657,1645.37668990989,7.40572462781176,502.8915462,508.0497943,519.2096009,1.64e+11,3.009584321,41112.74822,1.3452015
NA,8.21452,5.39659,13.61111,NA,NA,7888.96336,12.74792,NA,3996521,NA,NA,447618,102.71863,NA,320620,107.853,181557,29.41384,NA,NA,1973.95768970062,1775.14568584774,7.48163777507536,502.8373193,505.3908395,515.4800767,1.94e+11,6.785872817,47666.54708,4.851231497
NA,8.21686,5.46577,13.68263,NA,NA,8981.27756,13.52982,NA,4070262,NA,NA,450413,102.96355,NA,320560,109.40988,188315,27.68567,NA,NA,2206.56005927874,1819.4175560098,7.50627170468174,502.382136666667,506.370203,516.0911305,2.12e+11,5.73621145,50914.03129,3.457447315
NA,8.2219,5.48678,13.70868,93.25,83.56,9569.10083,13.56242,NA,4159914,NA,NA,454060,103.07785,NA,317337,109.7843,186561,NA,NA,NA,2300.31217712674,1901.48277939657,7.55038927100155,501.926954033333,507.3495665,516.7021843,2.32e+11,4.980502016,54283.68178,2.188033451
NA,8.19884,5.47487,13.67371,NA,NA,10106.2596,13.42976,NA,4273591,NA,NA,461588,102.99924,NA,313479,109.60344,186044,NA,NA,NA,2364.81675480878,1973.95768970062,7.58779578597477,501.4717714,508.32893,517.3132381,2.7e+11,5.30546835,61318.46603,2.304713677
NA,8.2203,5.54949,13.76979,NA,NA,11034.78106,13.12242,NA,4398942,NA,NA,475836,103.30853,NA,316015,111.2345,190349,NA,NA,NA,2508.50796850697,2206.56005927874,7.6991900475908,496.693306,508.2140046,510.088528333333,2.74e+11,-4.486599314,61103.51347,-6.414123608
NA,8.15867,5.54847,13.70715,NA,NA,12177.51727,13.02137,NA,4489544,NA,NA,486921,102.4756,NA,318382,111.29397,178518,NA,NA,NA,2712.41740141092,2300.31217712674,7.74080012189241,491.9148406,508.0990792,502.863818566667,2.36e+11,-5.100471121,51927.23096,-6.05945253
NA,8.20058,5.66,13.86058,NA,NA,13025.98534,13.05178,NA,4535375,NA,NA,498838,102.79597,NA,326543,114.39266,182609,21.18731,NA,NA,2872.08562467271,2364.81675480878,7.76845581581369,487.1363752,507.9841538,495.6391088,2.22e+11,1.755080743,48607.94052,1.202141007
NA,8.24016,5.82404,14.0642,NA,NA,13051.96707,9.28401,NA,4560155,NA,NA,506400,103.23549,NA,336464,118.09691,194009,23.11527,NA,NA,2862.17619137946,2508.50796850697,7.8274434205216,491.923403533333,512.657422266667,504.8171426,2.39e+11,1.068526654,52108.83323,0.628754225
NA,8.23856,5.75959,13.99815,94.04,91.69,12706.85963,12.56876,NA,4580084,NA,NA,511466,103.37868,NA,331047,115.83373,196321,NA,NA,NA,2774.37261631009,2712.41740141092,7.90559554629232,496.710431866667,517.330690733333,513.9951764,2.26e+11,-0.052354785,49028.82739,-0.474980681
1.02647,8.11574,5.86775,13.98349,NA,NA,12534.38218,13.71611,NA,4599533,72347,103.55849,518223,102.11834,NA,340829,117.75219,192647,25.08247,NA,NA,2725.14235249535,2872.08562467271,7.9627937433284,501.4974602,522.0039592,523.1732102,2.38e+11,1.267014661,51518.3881,0.73518837
1.10031,8.10482,NA,NA,93.83,92.17,11753.89809,13.21434,NA,4623816,78056,110.47953,527768,101.95834,NA,NA,NA,199428,21.02224,NA,NA,2542.03413154849,2862.17619137946,7.95933752054837,502.238973466667,515.5276728,522.387073466667,2.59e+11,8.713697808,55525.89725,7.921896745
1.10949,8.07967,5.83829,13.91796,96.62,94.36,11675.6072,13.01701,NA,4657740,78056,110.92857,536471,101.54224,NA,348116,116.7391,203912,21.59957,NA,NA,2506.71080824606,2774.37261631009,7.92817991640707,502.980486733333,509.0513864,521.600936733333,2.91e+11,25.17624519,61987.551,23.9990932
1.01208,8.06328,5.84886,13.91213,NA,NA,11251.25391,13.01199,NA,4701957,71098,102.11415,544856,101.18464,NA,354670,116.98987,214632,24.86665,NA,NA,2392.88745303285,2725.14235249535,7.91027594518075,503.722,502.5751,520.8148,2.99e+11,2.042232527,62818.96636,0.896822101
1.1743,8.07288,5.8405,13.91338,NA,NA,11545.35219,13.41122,NA,4755335,82245,115.99977,553585,101.34149,NA,360088,117.02872,218411,25.23179,NA,NA,2427.87357567869,2542.03413154849,7.8407198787043,502.358964666667,500.421253966667,519.902686366667,3.35e+11,8.940012772,69601.68388,7.760441977
