"Pre_pri_sch_expectancy","Pri_sch_expectancy","Sec_sch_expectancy","Pri_sec_sch_expectancy","Lower_sec_completion","Upper_sec_completion","Gov_ex","Gov_ex_percent_GDP","Literacy_rate","Population","Pre_pri_enrolment_num","Pre_pri_enrolment_ratio","Pri_enrolment_num","Pri_enrolment_ratio","Pri_completion","Sec_enrolment_num","Sec_enrolment_ratio","Ter_enrolment_num","STEM_ter_grad_percent","Illiterate_pop","Pre_pri_pupil_teacher_ratio","Gov_ex_capita","Gov_ex_3","Log_gov_ex_3","PISA_math_new","PISA_sci_new","PISA_read_new","GDP_1","GDP_growth_1","GDP_capita_1","GDP_capita_growth_1"
0.65617,6.09281,4.23047,10.32328,NA,NA,NA,NA,58.81702,832322,15175,21.80786,124240,99.50663,NA,73695,59.46886,NA,NA,207248,NA,NA,32.8838317314619,3.49298110024304,362.306513833333,398.687012614921,390.536143647354,1165839900,1.986109505,1370.140123,-0.239534047
NA,NA,NA,NA,NA,NA,NA,NA,NA,851000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.869217016667,410.70560115,424.451367166667,1219690025,4.910777475,1402.595489,2.654265902
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.507587098788,503.241000007527,502.543002135897,NA,NA,NA,NA
NA,5.70223,1.15797,6.8602,NA,NA,NA,NA,NA,24249130,NA,NA,3644578,95.03718,NA,599412,19.29942,25620,NA,NA,NA,NA,NA,NA,362.306513833333,423.516472703704,379.664629871528,15372608002,-5.345291528,615.9789076,-8.027790766
NA,5.7378,1.32004,7.05784,NA,NA,NA,NA,NA,24956385,NA,NA,3789530,95.63,NA,704332,22.00063,27146,NA,NA,NA,NA,NA,NA,362.306513833333,423.516472703704,379.664629871528,15068422236,0.430088262,587.1515848,-2.337460667
NA,5.98109,1.50837,7.48945,NA,NA,NA,NA,NA,25663592,NA,NA,3919395,95.84722,NA,830429,25.13946,28430,NA,NA,NA,NA,NA,NA,362.306513833333,423.516472703704,379.664629871528,14394927495,2.194912924,546.1124995,-0.500830254
NA,5.7853,1.48813,7.27343,NA,NA,576.47815,NA,NA,26358908,NA,NA,4054758,96.42163,NA,845577,24.80218,26700,NA,NA,NA,21.8703350685089,NA,NA,362.306513833333,424.668252925,390.536143647354,12537821038,2.350524075,463.671172,-0.228738312
NA,5.84802,1.47059,7.31861,NA,NA,659.70175,NA,NA,27040322,NA,NA,4195699,97.46707,NA,861774,24.50982,28493,NA,NA,NA,24.3969635420762,NA,NA,362.306513833333,424.668252925,390.536143647354,13651667371,-0.457677609,492.5324912,-2.888887927
NA,5.88859,1.46273,7.35131,NA,NA,725.27023,NA,NA,27717291,NA,NA,4342470,98.1431,NA,879057,24.3788,33901,NA,NA,NA,26.1667069123025,NA,NA,362.306513833333,424.668252925,390.536143647354,11006712650,1.411703688,387.5076636,-1.0395734
NA,6.1568,1.4566,7.6134,NA,NA,341.36309,NA,NA,28403851,NA,NA,4495346,98.84041,NA,897468,24.27659,32758,NA,NA,NA,12.0181974620272,21.8703350685089,3.08513115549079,362.306513833333,424.668252925,390.536143647354,7857729193,5.541074022,269.8427243,2.946716097
NA,6.20978,1.45093,7.66071,NA,NA,195.2252,NA,NA,29119673,NA,NA,4654613,99.64664,NA,917052,24.18215,38380,NA,NA,NA,6.70423737244577,24.3969635420762,3.19445867955836,362.306513833333,424.668252925,390.536143647354,7195042616,0.467850951,240.7880982,-2.092693464
NA,5.6648,1.44483,7.10963,NA,NA,229.99972,NA,NA,29881229,NA,NA,4522363,94.41336,NA,937859,24.08056,38656,NA,NA,NA,7.69713052967132,26.1667069123025,3.26448787416885,362.306513833333,424.668252925,390.536143647354,8095367168,4.717209653,263.8313003,1.977927655
NA,5.69329,1.43856,7.13185,NA,NA,210.74649,NA,NA,30683869,NA,NA,4650756,94.88816,NA,959934,23.97595,40878,NA,NA,NA,6.86831540051224,12.0181974620272,2.48642195629991,362.306513833333,424.668252925,390.536143647354,7661625473,2.675642451,243.0047857,-0.075595124
NA,4.94133,1.43739,6.37872,NA,NA,257.92569,NA,NA,31528708,NA,NA,4156029,82.35548,NA,983334,23.95645,45731,NA,NA,NA,8.18066157357288,6.70423737244577,1.90273977013734,381.409301675758,424.668252925,390.536143647354,8861299977,0.470381337,273.1278194,-2.363401476
NA,5.22772,1.5176,6.74532,NA,NA,245.1892,NA,NA,32443781,NA,NA,4356516,83.68936,NA,1066351,25.29339,52800,NA,NA,NA,7.55735590743878,7.69713052967132,2.04084760092097,381.409301675758,424.668252925,390.536143647354,9021862775,-1.266050636,269.5928759,-4.278343649
NA,NA,NA,NA,NA,NA,NA,NA,NA,33464765,NA,NA,NA,NA,NA,NA,NA,61422,NA,NA,NA,NA,6.86831540051224,1.9269188651771,376.870532413248,385.992542684749,494.446625154545,9349764580,-6.568310695,270.1305434,-9.665213356
NA,3.70651,NA,NA,NA,NA,NA,NA,NA,34612023,NA,NA,3429633,61.77511,NA,NA,NA,66614,NA,NA,NA,NA,8.18066157357288,2.10177302430919,418.705516766667,395.528612328571,458.249292861905,9633911368,-8.421051499,268.2924969,-11.72687183
NA,4.97063,NA,NA,NA,NA,NA,NA,NA,35908244,NA,NA,4562430,79.62924,NA,NA,NA,80233,NA,NA,NA,NA,7.55735590743878,2.02252138132217,418.743741424242,424.668252925,390.536143647354,8227200892,-10.50000856,220.3680073,-13.91776083
NA,4.84492,1.44923,6.29416,NA,NA,NA,NA,NA,37333914,NA,NA,4622758,77.51647,NA,1097095,22.79243,NA,NA,NA,NA,NA,NA,NA,381.409301675758,423.516472703704,379.664629871528,10706246371,-13.46905054,275.8216169,-16.77264485
0.02662,4.93115,1.54936,6.48051,NA,NA,NA,NA,NA,38815834,33235,0.88736,4870933,78.32215,NA,1218760,24.35872,NA,NA,NA,NA,NA,NA,NA,320.8696702,423.516472703704,379.664629871528,5840529412,-3.899996803,145.0956035,-7.331022044
NA,4.73404,1.64594,6.37998,NA,NA,NA,NA,NA,40252975,NA,NA,4939297,76.25873,NA,1341446,25.77139,NA,NA,NA,NA,NA,NA,NA,381.409301675758,423.516472703704,456.69314341,5647034188,0.69999883,135.8235936,-2.505026152
NA,4.90611,1.67988,6.58598,NA,NA,NA,NA,NA,41576234,NA,NA,5417506,80.66086,NA,1514323,27.99794,93266,NA,NA,NA,NA,NA,NA,418.743741424242,423.516472703704,456.69314341,5772020526,-1.023172642,134.9951648,-3.757016918
NA,NA,NA,NA,NA,NA,NA,NA,NA,42757243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,6091061291,-5.617046599,138.9790482,-7.921215026
NA,NA,NA,NA,NA,NA,NA,NA,NA,43827180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,6215716712,-1.624154045,138.5891003,-3.867557041
NA,3.94573,NA,NA,NA,NA,NA,NA,NA,44849967,NA,NA,4827679,65.7622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.524934466667,488.901259933333,482.767545861403,4711259427,-4.270140831,102.5979732,-6.500062765
NA,3.40695,NA,NA,NA,NA,NA,NA,NA,45919613,NA,NA,4022411,53.37403,NA,NA,NA,60341,NA,NA,NA,NA,NA,NA,503.35428905,488.901259933333,482.767545861403,19088046306,-6.910927317,405.2162186,-9.255088418
NA,NA,NA,NA,NA,NA,NA,NA,NA,47105826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,7438189100,-2.100173025,153.5910441,-4.774061372
0.0258,NA,NA,NA,24.82,10.73,NA,NA,67.17299,48428545,40432,0.8551,NA,NA,33.05,NA,NA,NA,NA,8625453,NA,NA,NA,NA,369.702394016667,389.29312061,493.382200023529,8728038525,2.947765184,175.009951,-0.031233235
0.04291,4.01777,NA,NA,NA,NA,NA,NA,NA,49871666,68710,1.40907,5455391,66.96289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.702394016667,429.230451086667,439.462944014286,8937567060,5.577822311,173.7961252,2.387605672
NA,NA,NA,NA,NA,NA,NA,NA,NA,51425580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,10297483481,6.738373933,194.0400026,3.433203146
NA,NA,NA,NA,NA,NA,NA,NA,NA,53068880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,519.506106012,500.154002023392,11964484668,6.135151155,218.3862267,2.808807555
NA,NA,NA,NA,NA,NA,NA,NA,NA,54785903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.61074838421,483.437309633333,482.767545861403,14451902468,5.320979565,255.4330432,1.984858623
NA,NA,NA,NA,NA,NA,NA,NA,NA,56578037,NA,NA,NA,NA,NA,NA,NA,229443,NA,NA,NA,NA,NA,NA,486.61074838421,483.437309633333,482.767545861403,16737071816,6.259477764,286.3304725,2.84986165
0.09001,5.58657,2.19584,7.78241,35.70956,14.05016,NA,NA,61.20555,58453683,172300,3.00021,8839888,93.10951,48.03712,2815175,36.5973,237836,NA,12221598,NA,NA,NA,NA,418.743741424242,423.516472703704,456.69314341,19788515874,6.225894269,327.5637218,2.783849498
0.10108,6.08662,2.36675,8.45337,NA,NA,NA,NA,NA,60411195,201351,3.3693,9973365,101.44362,NA,3129488,39.44591,308739,NA,NA,NA,NA,NA,NA,418.743741424242,423.516472703704,456.69314341,18648373312,2.85506401,298.6196916,-0.500569834
0.12046,6.02946,2.49023,8.51969,NA,NA,NA,NA,NA,62448574,249326,4.01535,10244086,100.49092,NA,3398550,41.5039,377867,NA,NA,NA,NA,NA,NA,418.743741424242,356.9333236,456.69314341,21565720044,7.107976576,334.0215777,3.59883861
0.10235,5.99995,2.47261,8.47256,34.38906,13.8788,375.6386,9.5785,NA,64563854,218842,3.4117,10572422,99.99916,44.46562,3484459,41.21021,NA,NA,NA,111.71108,5.81809444027304,NA,NA,418.743741424242,325.7886022,299.3632385,25839749199,6.87467089,387.082477,3.366413489
0.11146,6.33241,2.8019,9.13431,NA,NA,NA,NA,NA,66755153,244676,3.68882,11082501,101.16224,NA,3782945,43.32061,487685,NA,NA,110.11521,NA,NA,NA,418.743741424242,356.9333236,456.69314341,29306235826,7.086898947,424.6003738,3.571784034
0.11937,6.32946,2.59356,8.92303,NA,NA,NA,NA,75.01719,69020747,274189,3.97916,12004804,105.49105,NA,3894024,43.22606,511251,NA,9165520,155.25991,NA,NA,NA,418.743741424242,397.639310298485,456.69314341,32679745298,8.481956636,457.9637475,4.927569975
0.11954,6.68397,2.57449,9.25846,53.46335,25.51588,630.67714,16.17474,NA,71358807,283012,3.95951,12600876,106.55355,68.9453,3995631,42.90814,442979,NA,NA,137.38447,8.83811216182468,5.81809444027304,1.76097279237046,418.743741424242,325.7886022,299.3632385,35909040266,9.470288097,486.7870951,5.895884453
0.12538,6.6106,2.73011,9.34071,NA,NA,653.31866,10.55392,NA,73767447,309143,4.17917,13534625,110.17665,NA,4388456,45.50179,NA,NA,NA,120.90066,8.8564629327622,NA,NA,316.047787816667,325.7886022,299.3632385,37917704900,6.91618781,497.3170391,3.442618074
0.13333,6.47862,2.76995,9.24857,NA,NA,736.18676,11.73837,NA,76244544,338658,4.44439,13763196,107.97708,NA,4618895,46.16579,NA,NA,NA,112.84838,9.65559922556557,NA,NA,418.743741424242,325.7886022,299.3632385,37134799975,2.399379098,471.3188225,-0.907742776
NA,NA,NA,NA,NA,NA,776.56786,14.63542,77.04268,78789127,NA,NA,NA,NA,NA,NA,NA,464678,15.46235,9560522,NA,9.85628207303274,8.83811216182468,2.17907329748847,415.879078816667,385.992542684749,494.446625154545,38019265626,3.726947653,467.0742317,0.401473698
NA,NA,NA,NA,NA,NA,553.16041,14.00642,NA,81398764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79568561999295,8.8564629327622,2.18114746738726,376.870532413248,385.992542684749,494.446625154545,46831342213,5.8211211,557.0644117,2.461092711
0.17026,7.10758,NA,NA,NA,NA,NA,NA,NA,84068091,473734,5.67537,16807014,118.45961,NA,NA,NA,NA,NA,NA,NA,NA,9.65559922556557,2.26753797771075,374.4316999575,347.345163761111,299.3632385,50400746171,4.384528881,580.7168605,1.110159543
NA,NA,NA,NA,NA,NA,NA,NA,NA,86791000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85628207303274,2.2881090258046,376.870532413248,385.992542684749,494.446625154545,49868970641,0.773457032,556.8131853,-2.344255623
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79568561999295,1.91628794317419,418.705516766667,385.992542684749,405.385788303788,NA,NA,NA,NA
NA,7.39198,3.51579,10.90777,NA,NA,NA,NA,NA,1629209,NA,NA,330456,123.19967,NA,122006,50.22559,3785,NA,NA,NA,NA,NA,NA,316.047787816667,347.345163761111,334.186662466667,878771771.3,6.35974701,523.9123291,3.309204236
0.0583,7.76362,3.80313,11.56674,NA,NA,174.48068,NA,NA,1677332,3221,1.94318,345736,124.41738,NA,136642,54.33038,4567,NA,NA,NA,104.022745646062,NA,NA,316.047787816667,347.345163761111,299.3632385,1198749666,9.813224739,694.1768268,6.662985815
0.05015,7.7687,4.01266,11.78136,NA,NA,160.28498,NA,NA,1726866,2859,1.67151,358761,124.70662,NA,149386,57.32365,5455,NA,NA,NA,92.818423664604,NA,NA,316.047787816667,347.345163761111,299.3632385,1705796850,17.63660548,959.4274975,14.25776504
0.05411,8.34083,4.12436,12.4652,NA,NA,170.36591,NA,NA,1777934,3174,1.80357,383018,128.72478,NA,159218,58.91944,6848,NA,NA,NA,95.8224039812501,NA,NA,316.047787816667,347.345163761111,299.3632385,1993512326,17.61972247,1088.976699,14.23388814
0.05799,8.21681,4.68347,12.90028,NA,NA,NA,NA,NA,1830632,3498,1.93299,390676,127.10615,NA,187585,66.90671,7255,NA,NA,NA,NA,104.022745646062,4.64460958336345,362.439221333333,347.345163761111,299.3632385,2160640567,23.59769996,1146.305648,20.04073159
0.058,8.27378,4.97375,13.24753,NA,NA,NA,NA,NA,1884875,3607,1.93321,406835,128.08981,NA,206299,71.05355,8886,NA,NA,NA,NA,92.818423664604,4.53064515095609,374.4316999575,347.345163761111,299.3632385,2097274290,5.85396284,1080.816288,2.821956357
0.0713,8.31035,4.87779,13.18814,NA,NA,NA,NA,NA,1940443,4567,2.37683,422874,128.77973,NA,209715,69.68271,9445,NA,NA,NA,NA,95.8224039812501,4.56249651965258,374.4316999575,347.345163761111,299.3632385,2193581366,6.976131056,1098.441641,3.947363594
0.08686,8.41446,4.52181,12.93627,NA,NA,NA,NA,59.61912,1996995,5714,2.89545,443143,130.58583,NA,201583,64.59731,9984,NA,435200,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2160872541,-1.185660855,1051.873692,-3.942523523
0.08003,7.85152,4.39198,12.2435,NA,NA,NA,NA,NA,2054312,5369,2.66769,458237,130.85868,NA,202908,62.7425,10444,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,1849268215,-6.861526437,875.4516702,-9.421120487
0.08186,7.92034,4.65484,12.57518,NA,NA,NA,NA,NA,2112361,5595,2.72852,475805,132.00562,NA,222633,66.49771,10684,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2297753649,0.189376641,1058.229422,-2.531165872
0.08498,8.06201,4.74881,12.81082,NA,NA,NA,NA,NA,2171321,5913,2.83257,498588,134.36676,NA,235050,67.8402,11008,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2212536313,1.766263429,991.5187054,-0.976569916
0.07852,7.73887,4.43329,12.17216,NA,NA,NA,NA,NA,2231465,5548,2.6172,491034,128.9812,NA,226952,63.33267,12043,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2389593022,2.599876517,1042.052007,-0.160640421
0.07622,7.62962,3.78947,11.41909,NA,NA,NA,NA,NA,2293166,5466,2.54065,495015,127.16038,NA,200537,54.13525,10310,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2798746051,1.000003567,1187.549772,-1.724726029
0.08034,7.44085,3.32706,10.76791,NA,NA,NA,NA,NA,2356737,5870,2.67807,492143,124.01422,NA,181979,47.52936,10490,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2724853593,2.395367453,1124.897863,-0.376475743
0.07801,7.34116,3.23798,10.57914,NA,NA,NA,NA,NA,2422305,5810,2.60022,493918,122.35263,NA,182967,46.25682,10671,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2933222714,2.611948055,1178.027111,-0.175243583
0.08985,7.18521,3.28761,10.47281,NA,NA,NA,NA,NA,2489952,6836,2.99516,492286,119.75343,NA,191459,46.96582,12045,NA,NA,NA,NA,NA,NA,362.439221333333,347.345163761111,299.3632385,2684323424,-0.979683209,1048.612991,-3.684882614
0.06009,7.33412,NA,NA,NA,NA,NA,NA,NA,2559873,4673,2.00294,512060,122.2354,NA,NA,NA,13806,NA,NA,NA,NA,NA,NA,456.00278245,399.980581138889,401.95708067963,1769365425,-5.493075745,672.1631948,-8.094727226
0.05552,7.10734,3.46286,10.57019,NA,NA,268.73435,22.41247,NA,2632345,4415,1.85055,505925,118.45559,NA,212850,49.4694,NA,NA,NA,NA,102.089334794641,NA,NA,316.047787816667,347.345163761111,299.3632385,2116003978,3.985324378,781.5250117,1.097696611
0.03307,7.14117,NA,NA,NA,NA,215.30518,14.70778,NA,2707537,2686,1.10242,518400,119.01947,NA,NA,NA,NA,NA,NA,NA,79.5206787571139,NA,NA,316.047787816667,347.345163761111,299.3632385,2540697688,4.290481559,912.0123512,1.359859185
0.02683,6.71721,3.33552,10.05273,NA,NA,NA,NA,NA,2785810,2229,0.89446,497305,111.95344,NA,214650,47.65034,NA,NA,NA,NA,NA,NA,NA,362.439221333333,398.687012614921,299.3632385,2322718991,-0.624812152,810.0766444,-3.448355487
0.04351,6.60585,NA,NA,NA,NA,NA,NA,NA,2867280,3704,1.45045,499485,110.09754,NA,NA,NA,NA,NA,NA,NA,NA,102.089334794641,4.62584826128783,362.439221333333,398.687012614921,299.3632385,1949481297,3.73755277,660.4714774,0.772388578
0.01451,5.53626,NA,NA,NA,NA,191.78362,14.12653,NA,2951647,1266,0.48351,427735,92.27097,NA,NA,NA,NA,NA,NA,NA,64.9751206699175,79.5206787571139,4.37601709798988,320.8696702,398.687012614921,299.3632385,2353909564,-2.582199358,774.7119448,-5.36456018
0.06702,3.50106,NA,NA,NA,NA,NA,NA,NA,3038433,6033,2.24588,276451,58.35106,NA,NA,NA,10713,NA,NA,NA,NA,NA,NA,369.702394016667,429.230451086667,354.736738328571,3227927593,7.575980395,1032.137542,4.514999989
0.08606,5.1886,NA,NA,NA,NA,NA,NA,NA,3127411,7954,2.88428,418707,86.47666,NA,NA,NA,15629,NA,NA,NA,NA,NA,NA,369.702394016667,383.113234723333,354.736738328571,2796704577,3.802601899,869.1005017,0.882969248
0.10146,6.07462,NA,NA,NA,NA,NA,NA,NA,3217933,9636,3.40021,500921,101.24361,NA,NA,NA,13403,NA,NA,NA,NA,64.9751206699175,4.1740044377004,320.8696702,398.687012614921,299.3632385,3034251042,4.581870061,916.5880378,1.661302863
0.15488,6.21542,2.68202,8.89744,NA,NA,172.06707,9.05485,NA,3310387,15174,5.18897,525093,103.5903,NA,194101,38.3146,12164,NA,NA,NA,51.9779318853053,NA,NA,320.8696702,398.687012614921,299.3632385,3503723245,0.813264076,1028.415222,-2.043400003
0.18095,5.87757,2.76498,8.64255,NA,NA,153.34428,9.51995,NA,3406922,18319,6.06919,509507,97.95951,NA,204096,39.49967,12347,NA,NA,NA,45.00962452325,NA,NA,320.8696702,398.687012614921,299.3632385,4656975223,3.476631621,1326.596688,0.424242129
0.20702,6.55882,3.12348,9.6823,NA,NA,128.01515,8.56181,NA,3510468,21647,6.94901,584370,109.31365,NA,235294,44.62115,NA,NA,NA,67.85893,36.4666904811552,NA,NA,320.8696702,398.687012614921,299.3632385,6647357442,7.755758978,1834.880014,4.415301449
0.21681,6.98442,NA,NA,21.69807,7.71128,110.6721,7.59782,76.11479,3622775,23320,7.27341,597304,108.52121,63.39317,NA,NA,NA,NA,493319,40.84063,30.5489852392158,51.9779318853053,3.9508192416828,320.8696702,347.345163761111,299.3632385,8065134528,7.986238363,2153.491743,4.457919147
0.24914,7.08029,NA,NA,NA,NA,NA,NA,NA,3745141,27639,8.35068,617010,108.73477,NA,NA,NA,NA,NA,NA,NA,NA,45.00962452325,3.80687634519606,320.8696702,347.345163761111,299.3632385,8771102025,-6.613994804,2262.85441,-9.76964775
0.27627,6.36979,NA,NA,NA,NA,NA,NA,NA,3876119,31629,9.24041,621702,106.16315,NA,NA,NA,NA,NA,NA,NA,NA,36.4666904811552,3.59639925436769,320.8696702,398.687012614921,299.3632385,11602893043,6.306375956,2892.416962,2.719163465
0.32158,6.22649,NA,NA,NA,NA,NA,NA,NA,4011486,38187,10.77888,628081,103.7749,NA,NA,NA,NA,NA,NA,NA,NA,30.5489852392158,3.41933146867365,320.8696702,398.687012614921,299.3632385,9684321633,11.63728886,2336.160957,8.030957925
0.32365,6.44177,NA,NA,NA,NA,NA,NA,NA,4145391,39652,10.81665,671683,107.36278,NA,NA,NA,23397,NA,NA,NA,NA,NA,NA,369.702394016667,383.113234723333,403.6269293,13135580695,9.931265431,3073.557784,6.630090033
0.34269,6.66145,NA,NA,NA,NA,483.81546,24.72778,NA,4273731,43472,11.47088,705093,109.1602,NA,NA,NA,NA,NA,NA,24.7281,113.206811565819,NA,NA,320.8696702,385.992542684749,299.3632385,15634897273,2.205919363,3557.55617,-0.610460762
0.3452,6.55391,NA,NA,NA,NA,NA,NA,79.31117,4394844,45284,11.5919,727020,109.23187,NA,NA,NA,33928,NA,522093,NA,NA,NA,NA,369.702394016667,389.29312061,365.16331655,17693924573,9.947153143,3923.093509,7.135091086
0.39603,6.5513,3.6815,10.2328,34.544,15.14647,NA,NA,NA,4510198,53920,13.30865,734493,106.64006,74.22485,339250,52.59282,39303,NA,NA,28.03952,NA,NA,NA,320.8696702,385.992542684749,299.3632385,17953617927,-0.712434452,3883.746848,-3.129997905
NA,NA,NA,NA,NA,NA,NA,NA,NA,4622761,NA,NA,NA,NA,NA,NA,NA,37037,NA,NA,NA,NA,113.206811565819,4.72921633680169,418.705516766667,385.992542684749,405.385788303788,17889079958,6.716679334,3776.485568,4.14374529
NA,NA,NA,NA,NA,NA,370.4612,6.55592,NA,4736974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2062979446372,NA,NA,439.876576405555,385.992542684749,431.315457825,11885478502,-3.550581765,2447.539308,-5.916645656
NA,NA,NA,NA,50.56275,23.32456,431.78627,7.9504,NA,4856095,NA,NA,NA,NA,80.00717,NA,NA,NA,NA,NA,NA,88.9163556314281,NA,NA,439.876576405555,385.992542684749,431.315457825,10158508345,-10.70209626,2039.453223,-12.94132232
NA,NA,NA,NA,NA,NA,NA,NA,NA,4980999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.465349871852,490.451592096154,523.481345209444,11109029840,-4.373500998,2173.680253,-6.800415633
NA,NA,NA,NA,NA,NA,493.77754,15.6822,NA,5110702,NA,NA,NA,NA,NA,NA,NA,54821,15.13064,NA,NA,96.6163826417584,78.2062979446372,4.35935018068482,418.705516766667,385.992542684749,405.385788303788,13642740884,-4.846001061,2601.410483,-7.271171441
NA,NA,NA,NA,NA,NA,322.30529,15.56768,80.29876,5244363,NA,NA,NA,NA,NA,NA,NA,NA,NA,601701,NA,61.4574715747175,88.9163556314281,4.48769610345434,439.876576405555,385.992542684749,405.385788303788,12693562948,0.232123661,2359.177309,-2.304014505
NA,NA,NA,NA,NA,NA,NA,NA,NA,5381000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.515250282759,490.451592096154,502.543002135897,10884686143,-7.948712902,1972.545246,-10.24391793
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6163826417584,4.57074831940407,418.705516766667,385.992542684749,405.385788303788,NA,NA,NA,NA
0.34656,6.50602,2.11104,8.61706,NA,NA,NA,NA,NA,2205615,18971,17.32796,367026,108.43359,NA,121202,42.22081,NA,NA,NA,NA,NA,NA,NA,320.8696702,398.687012614921,299.3632385,3523208810,6.267686825,1555.540411,3.484293585
0.35597,6.40065,NA,NA,NA,NA,NA,NA,NA,2264946,19516,17.79861,359680,107.32391,NA,NA,NA,52542,NA,NA,NA,NA,NA,NA,369.702394016667,383.113234723333,354.736738328571,4035519323,4.939123955,1734.61797,2.164244942
0.36422,6.35001,2.33201,8.68202,NA,NA,NA,NA,NA,2326464,20200,18.211,353894,106.57211,NA,134350,46.29741,55378,NA,NA,NA,NA,NA,NA,320.8696702,398.687012614921,299.3632385,4831447001,0.751895403,2021.548779,-1.92556377
0.38437,6.30442,2.34882,8.65324,NA,NA,1066.12032,NA,NA,2389977,21857,19.21832,348674,105.65527,NA,135830,46.97643,55593,NA,NA,NA,446.079740516331,NA,NA,320.8696702,341.585641995556,379.664629871528,2623807074,-2.261655507,1068.502425,-4.873484978
0.40476,6.33385,2.33256,8.6664,NA,NA,NA,NA,NA,2455588,23969,20.23811,348616,105.77359,NA,133909,46.73195,58961,NA,NA,NA,NA,NA,NA,362.306513833333,398.687012614921,390.536143647354,2606621255,-7.285568847,1032.997004,-9.775423012
0.44326,6.19433,2.2864,8.48074,NA,NA,642.34544,NA,NA,2523354,27584,22.16277,342373,102.82676,NA,130347,45.89101,58974,NA,NA,NA,254.560176653771,NA,NA,362.306513833333,380.560484281481,379.664629871528,3146770104,2.862992702,1213.55646,0.099750884
0.47366,6.06194,2.18286,8.2448,NA,NA,670.57106,NA,NA,2593020,31008,23.68288,343800,101.03236,NA,122836,43.65717,58927,NA,NA,NA,258.606204348597,446.079740516331,6.10049772643433,369.702394016667,383.113234723333,354.736738328571,3660476459,8.024107907,1373.939261,5.137012771
0.42772,5.98709,2.11138,8.09847,NA,NA,NA,NA,92.62904,2664223,29220,21.38623,350658,99.78487,NA,117412,42.22755,60288,NA,126531,NA,NA,NA,NA,362.306513833333,398.687012614921,390.536143647354,3919203960,0.721601729,1432.081248,-1.946635457
0.51882,6.11292,2.0365,8.14942,NA,NA,NA,NA,NA,2736712,36356,25.94115,362877,99.38949,NA,112531,40.96162,63771,NA,NA,NA,NA,254.560176653771,5.53953725854654,362.306513833333,380.560484281481,379.664629871528,4418983871,5.536250843,1572.455025,2.775047325
0.53662,6.18829,2.08394,8.27223,NA,NA,686.51663,30.32237,NA,2810242,38705,26.83115,380384,100.32573,NA,114655,41.85344,66550,NA,NA,NA,244.290929393269,258.606204348597,5.55530645811723,362.306513833333,380.560484281481,379.664629871528,4532952047,4.764533279,1571.29231,2.055009271
0.52679,6.17858,2.11721,8.29579,NA,NA,NA,NA,NA,2884851,38950,26.33946,393305,100.19871,NA,116928,42.36399,71585,NA,NA,NA,NA,NA,NA,362.306513833333,398.687012614921,390.536143647354,4614629898,3.43214738,1558.505869,0.774638175
0.54426,6.06436,2.10632,8.17068,NA,NA,675.40892,18.36396,NA,2960929,41155,27.2128,409621,101.07261,NA,118357,42.12638,70907,NA,NA,NA,228.107097468396,NA,NA,362.306513833333,380.560484281481,379.664629871528,5251025767,5.665975549,1727.870961,2.951044438
